datetime_beginning_utc,GEN_COAL,GEN_GAS,GEN_HYDRO,GEN_MULTIPLE_FUEL,GEN_NUCLEAR,GEN_OIL,GEN_OTHER,GEN_SOLAR,GEN_WIND,GEN_OTHER_RENEWABLES,STORAGE,GEN_NON_RENEWABLES,GEN_SOLAR_&_WIND
2019-01-01 05:00:00,17096.1,17973.6,2099.6,3.2,34710.3,211.0,33.1,4.4,33.1,521.1,0.0,70024.1,37.5
2019-01-01 06:00:00,17192.6,16787.6,2039.8,3.2,34701.5,211.8,34.1,4.4,34.1,516.3,0.0,68927.6,38.5
2019-01-01 07:00:00,17037.8,16104.1,2054.6,3.2,34689.3,216.8,33.4,4.4,33.4,527.4,0.0,68081.40000000000,37.8
2019-01-01 08:00:00,16940.3,15509.3,2048.7,3.3,34671.3,219.0,33.5,4.4,33.5,551.3,0.0,67373.4,37.9
2019-01-01 09:00:00,16652.0,15266.8,2041.7,3.2,34676.6,221.0,33.1,4.4,33.1,536.5,0.0,66849.5,37.5
2019-01-01 10:00:00,16751.7,15519.2,2042.4,3.2,34679.7,222.3,33.2,4.4,33.2,548.3,0.0,67206.1,37.6
2019-01-01 11:00:00,16768.9,16816.8,2124.5,3.2,34698.6,222.2,32.8,4.4,32.8,549.3,0.0,68539.30000000000,37.200000000000000
2019-01-01 12:00:00,17124.8,16899.6,2163.1,3.2,34707.1,218.5,32.8,4.4,32.8,546.6,0.0,68982.8,37.200000000000000
2019-01-01 13:00:00,17162.2,18414.4,2163.6,3.3,34719.8,223.9,33.2,58.7,33.2,557.4,0.0,70553.5,91.9
2019-01-01 14:00:00,17695.3,20422.1,2357.9,3.3,34700.6,82.4,33.1,122.0,33.1,559.0,0.0,72933.5,155.1
2019-01-01 15:00:00,19096.2,21120.8,2362.8,3.2,34711.2,80.2,32.1,274.8,32.1,548.9,0.0,75040.5,306.90000000000000
2019-01-01 16:00:00,20629.4,21994.6,2196.1,3.2,34725.2,77.6,31.9,388.1,31.9,546.4,0.0,77458.7,420.0
2019-01-01 17:00:00,20584.3,22474.1,2198.7,3.2,34735.1,78.8,33.5,406.6,33.5,533.6,0.0,77905.8,440.1
2019-01-01 18:00:00,19913.3,21834.2,2169.6,4.7,34741.5,78.6,33.8,372.2,33.8,531.2,0.0,76601.40000000000,406.0
2019-01-01 19:00:00,19482.5,22393.2,2172.8,4.7,34742.1,77.5,33.9,209.8,33.9,529.9,0.0,76729.20000000000,243.70000000000000
2019-01-01 20:00:00,19135.2,23264.6,2173.0,4.7,34741.6,77.4,32.3,103.0,32.3,531.3,0.0,77251.10000000000,135.3
2019-01-01 21:00:00,19976.0,24617.0,2577.5,4.7,34759.7,76.5,31.9,24.9,31.9,535.3,0.0,79461.10000000000,56.8
2019-01-01 22:00:00,22397.0,28471.7,3200.4,3.1,34724.3,74.5,34.0,6.9,34.0,519.2,0.0,85701.5,40.9
2019-01-01 23:00:00,23732.6,28704.2,3917.5,3.0,34755.2,72.0,33.2,6.9,33.2,523.5,0.0,87297.2,40.1
2019-01-02 00:00:00,23807.8,28039.3,3979.0,4.7,34757.7,69.7,31.9,6.9,31.9,545.5,0.0,86706.40000000000,38.8
2019-01-02 01:00:00,22523.7,27689.5,3478.2,4.7,34755.0,70.2,32.9,6.9,32.9,537.3,0.0,85071.30000000000,39.8
2019-01-02 02:00:00,23580.1,28585.0,2944.5,4.6,34775.6,72.7,32.2,6.8,32.2,545.6,0.0,87045.60000000000,39.0
2019-01-02 03:00:00,23265.1,25339.6,2163.9,3.2,34765.3,75.3,33.7,6.9,33.7,542.7,0.0,83479.0,40.6
2019-01-02 04:00:00,21536.8,20986.5,2168.5,3.2,34758.2,73.3,32.8,6.9,32.8,535.5,0.0,77387.6,39.700000000000000
2019-01-02 05:00:00,19401.2,21531.8,2082.0,3.2,34770.9,76.2,32.7,6.9,32.7,534.7,0.0,75812.80000000000,39.6
2019-01-02 06:00:00,19327.0,21824.6,2062.3,3.2,34797.6,77.4,31.4,6.9,31.4,528.4,0.0,76058.00000000000,38.3
2019-01-02 07:00:00,19219.8,21718.0,2057.6,3.2,34781.5,79.5,33.2,6.9,33.2,536.1,0.0,75832.0,40.1
2019-01-02 08:00:00,19060.5,21898.5,2035.6,3.3,34793.2,82.8,32.2,6.9,32.2,540.1,0.0,75867.2,39.1
2019-01-02 09:00:00,18718.4,22525.3,2037.5,3.2,34767.0,86.8,32.6,6.9,32.6,539.3,0.0,76130.1,39.5
2019-01-02 10:00:00,19936.6,26190.4,2079.5,3.2,34787.5,86.5,33.1,6.9,33.1,548.8,0.0,81034.1,40.0
2019-01-02 11:00:00,22601.0,30385.1,2584.0,3.2,34784.3,85.2,34.1,6.8,34.1,545.1,0.0,87889.7,40.9
2019-01-02 12:00:00,26029.1,33325.7,3024.2,4.7,34782.4,86.5,32.3,6.9,32.3,552.1,0.0,94256.0,39.200000000000000
2019-01-02 13:00:00,26504.7,33151.0,3056.2,4.6,34808.7,89.4,32.3,59.1,32.3,532.6,0.0,94586.10000000000,91.4
2019-01-02 14:00:00,26353.4,33664.8,3185.3,4.7,34791.1,86.8,31.9,132.5,31.9,542.8,0.0,94928.0,164.4
2019-01-02 15:00:00,26619.8,34931.8,3502.0,3.2,34791.9,81.1,27.0,227.1,27.0,537.5,0.0,96451.6,254.1
2019-01-02 16:00:00,26460.6,35108.0,2523.4,3.2,34797.8,80.2,25.0,353.2,25.0,523.0,0.0,96471.60000000000,378.2
2019-01-02 17:00:00,25645.8,34246.3,2151.8,3.2,34792.3,75.9,24.9,324.4,24.9,538.5,0.0,94785.2,349.30000000000000
2019-01-02 18:00:00,25381.4,34651.8,2162.6,3.3,34773.4,75.9,25.6,259.6,25.6,524.8,0.0,94908.1,285.20000000000000
2019-01-02 19:00:00,24714.6,34722.4,2138.0,3.3,34782.5,124.0,29.5,169.5,29.5,525.0,0.0,94373.0,199.0
2019-01-02 20:00:00,23910.8,34077.8,2135.8,4.7,34781.6,150.2,31.5,108.6,31.5,543.5,0.0,92951.90000000000,140.1
2019-01-02 21:00:00,24602.1,35304.6,2880.6,4.7,34781.5,168.3,30.7,10.0,30.7,541.6,0.0,94887.2,40.7
2019-01-02 22:00:00,25979.4,36179.2,5585.8,4.7,34766.0,183.5,31.6,4.4,31.6,537.1,0.0,97139.70000000000,36.0
2019-01-02 23:00:00,26720.5,36390.0,6147.1,4.6,34747.9,184.2,31.1,4.4,31.1,542.5,0.0,98073.7,35.5
2019-01-03 00:00:00,26367.8,35831.8,4377.8,4.7,34755.5,196.6,31.1,4.4,31.1,543.1,0.0,97182.80000000000,35.5
2019-01-03 01:00:00,25933.1,35250.0,4813.1,4.7,34751.7,202.6,31.7,4.4,31.7,543.2,0.0,96169.10000000000,36.1
2019-01-03 02:00:00,24805.2,34132.9,2167.3,3.2,34622.5,212.1,31.4,4.4,31.4,547.2,0.0,93804.1,35.8
2019-01-03 03:00:00,23253.8,30662.7,2163.9,3.2,34559.1,213.9,32.6,4.4,32.6,530.2,0.0,88722.1,37.0
2019-01-03 04:00:00,21987.4,26623.1,2142.8,3.2,34606.2,216.7,32.9,4.4,32.9,538.1,0.0,83466.30000000000,37.3
2019-01-03 05:00:00,20212.4,24190.7,2056.0,3.2,34718.9,213.6,32.5,4.4,32.5,532.7,0.0,79368.1,36.9
2019-01-03 06:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 07:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 08:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 09:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 10:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 11:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 12:00:00,18997.6,23321.7,1994.2,3.2,34753.1,215.1,32.8,4.4,32.8,547.9,0.0,77320.3,37.200000000000000
2019-01-03 13:00:00,23633.2,33833.7,3351.5,4.6,34778.7,223.7,33.2,11.8,33.2,533.5,0.0,92502.50000000000,45.0
2019-01-03 14:00:00,23405.4,33231.4,3404.8,4.7,34784.2,221.2,32.3,66.6,32.3,523.0,0.0,91674.5,98.90000000000000
2019-01-03 15:00:00,23693.6,34540.8,2999.7,3.3,34758.1,221.4,32.3,127.8,32.3,514.6,0.0,93246.2,160.1
2019-01-03 16:00:00,23336.3,34533.8,2313.9,3.3,34777.1,221.6,32.3,210.9,32.3,524.0,0.0,92901.10000000000,243.2
2019-01-03 17:00:00,23101.2,34412.5,2138.0,3.2,34768.5,217.2,29.2,215.7,29.2,520.7,0.0,92528.60000000000,244.90000000000000
2019-01-03 18:00:00,22499.1,34038.7,2114.4,3.2,34775.1,215.1,33.5,182.8,33.5,520.4,0.0,91561.5,216.3
2019-01-03 19:00:00,21927.9,32968.8,2158.3,3.3,34764.2,217.3,33.3,153.2,33.3,502.4,0.0,89911.5,186.5
2019-01-03 20:00:00,21055.9,33376.3,2172.1,4.7,34783.6,211.3,34.5,82.0,34.5,501.3,0.0,89461.6,116.5
2019-01-03 21:00:00,21420.7,34024.4,2985.4,4.7,34788.2,213.1,35.2,9.3,35.2,517.9,0.0,90481.6,44.5
2019-01-03 22:00:00,22461.4,35441.3,5685.6,4.7,34774.9,208.8,36.0,1.3,36.0,524.7,0.0,92922.40000000000,37.3
2019-01-03 23:00:00,23951.5,36199.6,6078.9,4.7,34780.9,210.2,35.7,1.3,35.7,518.6,0.0,95177.9,37.0
2019-01-04 00:00:00,24440.0,37032.2,4583.2,4.7,34785.1,207.1,32.8,1.3,32.8,515.4,0.0,96497.2,34.100000000000000
2019-01-04 01:00:00,24126.4,36436.5,2882.3,4.7,34760.4,208.5,30.4,1.3,30.4,538.5,0.0,95562.2,31.7
2019-01-04 02:00:00,23711.5,35844.7,2003.1,3.2,34755.5,208.6,30.5,1.3,30.5,544.6,0.0,94550.8,31.8
2019-01-04 03:00:00,22388.2,32084.9,1963.2,3.2,34783.7,211.0,31.2,1.3,31.2,548.1,0.0,89499.0,32.5
2019-01-04 04:00:00,20167.7,30709.4,1970.2,3.2,34781.2,211.4,30.9,1.3,30.9,541.0,0.0,85900.60000000000,32.200000000000000
2019-01-04 05:00:00,19482.1,28156.3,1987.7,3.3,34801.9,211.1,30.8,1.3,30.8,548.1,0.0,82682.2,32.1
2019-01-04 06:00:00,18329.8,27373.3,1992.3,3.2,34798.8,212.5,30.5,1.3,30.5,533.1,0.0,80744.9,31.8
2019-01-04 07:00:00,18668.3,27846.7,1989.9,3.2,34817.1,212.5,30.5,1.3,30.5,539.5,0.0,81575.1,31.8
2019-01-04 08:00:00,18746.8,27843.8,2001.6,3.2,34807.0,217.7,30.9,1.3,30.9,544.8,0.0,81646.2,32.200000000000000
2019-01-04 09:00:00,19157.1,28389.2,2003.1,3.3,34799.3,221.9,34.9,1.3,34.9,553.8,0.0,82602.4,36.200000000000000
2019-01-04 10:00:00,20174.2,30685.8,2067.7,3.2,34806.9,219.6,29.3,1.3,29.3,561.6,0.0,85915.8,30.6
2019-01-04 11:00:00,23824.4,34074.4,3679.7,3.3,34813.1,220.5,30.2,1.3,30.2,556.1,0.0,92962.60000000000,31.5
2019-01-04 12:00:00,25559.9,36419.0,5051.7,4.6,34793.9,220.7,30.2,1.3,30.2,547.4,0.0,97023.7,31.5
2019-01-04 13:00:00,26790.2,36342.6,3850.5,4.6,34804.3,219.6,33.6,24.6,33.6,553.0,0.0,98190.30000000000,58.2
2019-01-04 14:00:00,26746.5,35928.8,3031.1,4.7,34792.6,220.4,37.6,140.3,37.6,558.2,0.0,97725.9,177.9
2019-01-04 15:00:00,26539.4,34693.5,2131.4,3.2,34813.6,219.2,38.1,247.7,38.1,573.0,0.0,96303.8,285.8
2019-01-04 16:00:00,25515.9,34446.7,2158.0,3.2,34797.6,219.6,34.5,284.8,34.5,563.0,0.0,95014.3,319.3
2019-01-04 17:00:00,24219.3,34057.1,2165.5,3.2,34797.9,220.1,35.0,254.8,35.0,560.3,0.0,93329.4,289.8
2019-01-04 18:00:00,23711.2,33955.0,2146.2,3.2,34715.5,219.5,33.3,154.0,33.3,563.2,0.0,92634.5,187.3
2019-01-04 19:00:00,23104.6,34010.6,2162.5,3.1,34669.1,219.1,33.1,85.6,33.1,563.6,0.0,92036.5,118.70000000000000
2019-01-04 20:00:00,22922.7,33599.0,2157.6,4.7,34644.8,216.8,33.1,29.7,33.1,561.8,0.0,91416.40000000000,62.8
2019-01-04 21:00:00,23084.4,33756.7,2399.1,4.7,34646.2,216.9,32.2,3.8,32.2,555.1,0.0,91736.40000000000,36.0
2019-01-04 22:00:00,25201.6,34802.5,3209.9,4.7,34646.1,215.6,32.2,1.3,32.2,552.3,0.0,94898.0,33.5
2019-01-04 23:00:00,26674.4,35306.3,3182.0,4.6,34637.1,213.4,28.0,1.3,28.0,566.2,0.0,96859.2,29.3
2019-01-05 00:00:00,25136.1,34572.7,2695.0,4.6,34646.8,211.5,28.3,1.3,28.3,563.4,0.0,94595.40000000000,29.6
2019-01-05 01:00:00,23718.7,33883.7,2201.8,4.7,34650.3,209.7,31.6,1.3,31.6,566.3,0.0,92494.0,32.9
2019-01-05 02:00:00,22048.6,31654.4,2139.2,3.2,34643.7,208.6,31.3,1.3,31.3,557.9,0.0,88586.6,32.6
2019-01-05 03:00:00,20620.7,30105.4,2178.0,3.2,34477.8,211.9,32.0,1.3,32.0,541.7,0.0,85447.8,33.3
2019-01-05 04:00:00,19435.5,27757.3,2156.6,3.2,34205.2,213.2,32.4,1.3,32.4,540.0,0.0,81643.60000000000,33.700000000000000
2019-01-05 05:00:00,19698.5,24729.7,2101.2,3.2,34288.3,191.2,30.3,1.3,30.3,534.5,0.0,78938.0,31.6
2019-01-05 06:00:00,20195.5,23424.6,2046.5,3.2,34404.1,156.8,29.8,1.3,29.8,531.0,0.0,78210.8,31.1
2019-01-05 07:00:00,20282.9,22407.5,2048.0,3.2,34424.2,83.2,29.6,1.3,29.6,542.1,0.0,77227.40000000000,30.900000000000000
2019-01-05 08:00:00,18860.3,23045.8,2088.0,3.3,34426.1,83.0,28.1,1.3,28.1,547.1,0.0,76443.3,29.400000000000000
2019-01-05 09:00:00,19358.6,23704.7,2068.5,3.2,34454.6,85.1,29.0,1.3,29.0,543.8,0.0,77632.0,30.3
2019-01-05 10:00:00,19850.3,23939.1,2072.1,3.2,34485.6,87.0,29.5,1.3,29.5,542.0,0.0,78391.5,30.8
2019-01-05 11:00:00,20084.2,24275.0,2031.4,3.2,34462.8,86.7,29.0,1.3,29.0,518.1,0.0,78937.7,30.3
2019-01-05 12:00:00,20131.0,25568.1,2175.6,3.3,34482.9,86.2,28.0,1.3,28.0,522.0,0.0,80296.2,29.3
2019-01-05 13:00:00,21822.5,26289.7,2103.3,3.3,34499.1,87.4,29.4,136.8,29.4,543.8,0.0,82728.10000000000,166.20000000000000
2019-01-05 14:00:00,22338.0,26934.9,2108.2,3.2,34498.0,85.8,29.9,309.2,29.9,546.1,0.0,83886.60000000000,339.10000000000000
2019-01-05 15:00:00,23174.7,27504.3,2018.2,3.3,34502.9,85.5,29.3,366.7,29.3,548.9,0.0,85296.7,396.0
2019-01-05 16:00:00,22435.6,27553.1,2035.4,3.2,34513.6,96.8,28.4,399.9,28.4,555.4,0.0,84627.50000000000,428.30000000000000
2019-01-05 17:00:00,21331.2,26857.8,2077.5,3.2,34543.3,86.7,27.1,304.7,27.1,556.6,0.0,82846.1,331.8
2019-01-05 18:00:00,20309.6,26148.8,2042.7,4.6,34537.6,82.6,27.7,384.5,27.7,560.5,0.0,81106.3,412.2
2019-01-05 19:00:00,19509.4,24744.0,1980.0,4.6,34545.9,81.0,26.4,504.2,26.4,556.4,0.0,78906.7,530.6
2019-01-05 20:00:00,18455.8,25005.2,2008.3,4.7,34527.7,80.8,27.7,418.8,27.7,553.7,0.0,78097.2,446.5
2019-01-05 21:00:00,18475.0,25219.7,1988.6,4.7,34525.1,77.7,28.2,117.6,28.2,554.4,0.0,78325.70000000000,145.80000000000000
2019-01-05 22:00:00,20213.0,28036.6,3098.2,4.7,34546.1,75.9,26.8,1.3,26.8,553.1,0.0,82898.4,28.1
2019-01-05 23:00:00,21745.1,28138.4,3142.6,4.7,34573.3,74.7,26.6,1.3,26.6,540.0,0.0,84558.1,27.900000000000000
2019-01-06 00:00:00,20816.7,28409.7,2559.7,4.6,34572.4,73.4,27.3,1.3,27.3,542.2,0.0,83899.5,28.6
2019-01-06 01:00:00,20121.9,28057.4,2149.8,4.7,34380.9,74.1,30.1,1.3,30.1,554.8,0.0,82664.40000000000,31.400000000000000
2019-01-06 02:00:00,19939.5,27017.9,2116.2,4.7,34119.2,75.0,30.9,1.3,30.9,558.7,0.0,81182.5,32.200000000000000
2019-01-06 03:00:00,20112.9,25727.7,2130.3,3.2,33753.1,77.3,30.3,1.3,30.3,553.5,0.0,79701.30000000000,31.6
2019-01-06 04:00:00,19527.9,23387.8,2103.3,3.2,33590.7,77.7,30.0,1.3,30.0,557.9,0.0,76614.10000000000,31.3
2019-01-06 05:00:00,18796.6,22340.8,2041.7,3.2,33722.0,77.9,29.2,1.3,29.2,558.8,0.0,74966.50000000000,30.5
2019-01-06 06:00:00,19214.9,21802.6,2037.3,3.2,33716.0,79.8,30.1,1.3,30.1,553.1,0.0,74843.40000000000,31.400000000000000
2019-01-06 07:00:00,19415.5,22237.6,2003.0,3.2,33720.4,82.8,35.0,1.3,35.0,546.1,0.0,75491.3,36.3
2019-01-06 08:00:00,19217.1,22219.3,1990.7,3.2,33718.1,83.7,30.2,1.3,30.2,554.6,0.0,75268.4,31.5
2019-01-06 09:00:00,19445.6,22321.1,2003.1,3.2,33714.5,89.2,30.0,1.3,30.0,563.7,0.0,75600.4,31.3
2019-01-06 10:00:00,19493.7,22289.0,2000.8,3.2,33711.7,88.5,30.0,1.3,30.0,562.0,0.0,75612.9,31.3
2019-01-06 11:00:00,19607.0,22364.2,1955.3,3.3,33721.7,90.1,31.0,1.3,31.0,553.2,0.0,75814.0,32.3
2019-01-06 12:00:00,20172.1,22561.9,2005.5,3.1,33722.3,88.4,30.7,1.3,30.7,559.6,0.0,76575.4,32.0
2019-01-06 13:00:00,20954.3,22848.1,2010.8,3.2,33728.2,86.8,30.5,178.5,30.5,564.7,0.0,77647.9,209.0
2019-01-06 14:00:00,20913.1,23209.0,1985.0,3.2,33724.0,86.9,31.9,518.6,31.9,550.6,0.0,77964.9,550.5
2019-01-06 15:00:00,20304.2,23861.4,2020.1,3.2,33590.4,86.4,29.9,598.8,29.9,544.5,0.0,77872.30000000000,628.7000000000000
2019-01-06 16:00:00,19163.9,23256.9,2022.6,3.2,33640.5,85.3,29.6,696.6,29.6,562.4,0.0,76176.20000000000,726.2
2019-01-06 17:00:00,18666.4,22702.5,2001.7,3.2,33649.8,86.9,30.5,731.8,30.5,581.1,0.0,75136.1,762.3
2019-01-06 18:00:00,18098.8,22960.0,1985.1,4.6,33680.1,83.2,30.1,677.1,30.1,564.0,0.0,74852.2,707.2
2019-01-06 19:00:00,17826.3,23156.3,2033.1,4.6,33683.3,81.2,29.3,614.0,29.3,567.3,0.0,74776.4,643.3
2019-01-06 20:00:00,17779.1,23555.3,1950.7,4.7,33688.2,78.8,31.2,364.6,31.2,575.2,0.0,75132.60000000000,395.8
2019-01-06 21:00:00,19047.8,25344.2,2001.1,4.6,33717.1,78.0,29.8,144.3,29.8,534.7,0.0,78216.90000000000,174.10000000000000
2019-01-06 22:00:00,21372.2,27905.9,3609.5,4.7,33711.4,77.2,30.4,1.3,30.4,546.4,0.0,83097.10000000000,31.7
2019-01-06 23:00:00,24319.9,29349.0,3311.9,4.6,33732.2,75.2,30.2,1.3,30.2,555.6,0.0,87506.5,31.5
2019-01-07 00:00:00,24118.6,28665.5,2621.0,4.7,33723.4,73.9,29.8,1.3,29.8,560.8,0.0,86611.2,31.1
2019-01-07 01:00:00,23789.3,28480.9,2331.1,4.6,33722.6,73.7,30.1,1.3,30.1,563.2,0.0,86096.60000000000,31.400000000000000
2019-01-07 02:00:00,22532.6,27814.5,2134.5,4.7,33753.1,75.3,30.6,1.3,30.6,581.1,0.0,84206.1,31.900000000000000
2019-01-07 03:00:00,21323.8,25720.4,2110.7,3.2,33660.8,76.8,28.4,1.3,28.4,577.7,0.0,80810.2,29.7
2019-01-07 04:00:00,20129.4,24048.8,2049.9,3.2,33729.3,77.6,29.8,1.3,29.8,578.7,0.0,78014.90000000000,31.1
2019-01-07 05:00:00,18650.7,23002.0,1975.4,3.2,33758.6,78.8,29.6,1.3,29.6,555.5,0.0,75519.7,30.900000000000000
2019-01-07 06:00:00,18252.4,23607.8,1974.2,3.2,33748.2,84.1,31.4,1.3,31.4,547.4,0.0,75723.9,32.700000000000000
2019-01-07 07:00:00,18147.8,23681.0,1986.7,3.2,33751.4,85.0,29.0,1.3,29.0,554.4,0.0,75694.20000000000,30.3
2019-01-07 08:00:00,18357.4,23996.0,1997.3,3.2,33753.4,88.7,29.0,1.3,29.0,566.3,0.0,76224.5,30.3
2019-01-07 09:00:00,18247.0,25259.1,2000.8,3.2,33749.6,91.4,29.8,1.3,29.8,550.8,0.0,77376.9,31.1
2019-01-07 10:00:00,19289.1,28371.3,2065.8,3.2,33774.0,92.3,30.7,1.3,30.7,557.9,0.0,81557.4,32.0
2019-01-07 11:00:00,22570.9,31336.5,4007.3,3.2,33762.8,90.2,31.1,1.3,31.1,565.2,0.0,87791.50000000000,32.4
2019-01-07 12:00:00,24481.5,33818.9,5025.1,3.2,33776.7,88.7,28.4,2.4,28.4,559.9,0.0,92194.2,30.800000000000000
2019-01-07 13:00:00,25107.9,34202.3,4251.1,3.2,33765.6,88.2,31.6,111.1,31.6,555.6,0.0,93195.6,142.7
2019-01-07 14:00:00,25083.7,34287.0,3256.0,3.2,33774.6,87.0,31.0,354.3,31.0,531.0,0.0,93263.30000000000,385.3
2019-01-07 15:00:00,24585.6,33467.5,3355.4,3.2,33782.7,87.0,30.9,554.7,30.9,551.7,0.0,91953.70000000000,585.6
2019-01-07 16:00:00,24945.1,33004.9,2184.4,3.2,33785.9,87.4,32.0,573.2,32.0,560.9,0.0,91855.30000000000,605.2
2019-01-07 17:00:00,24250.9,32449.9,2171.0,3.2,33767.5,86.7,32.5,492.7,32.5,549.2,0.0,90587.5,525.2
2019-01-07 18:00:00,23869.4,32552.1,2259.5,3.2,33745.1,84.8,31.4,384.6,31.4,547.9,0.0,90282.8,416.0
2019-01-07 19:00:00,23466.6,32435.3,2201.8,3.2,33811.0,83.1,31.7,358.1,31.7,552.7,0.0,89827.7,389.8
2019-01-07 20:00:00,23594.1,32505.5,2222.9,4.7,33911.6,82.8,31.9,209.1,31.9,543.2,0.0,90125.9,241.0
2019-01-07 21:00:00,23623.8,32182.0,3719.1,4.7,33893.3,80.9,38.6,34.6,38.6,556.2,0.0,89818.6,73.2
2019-01-07 22:00:00,24932.3,33956.5,5925.5,4.6,33919.1,78.5,30.6,5.0,30.6,542.0,0.0,92917.0,35.6
2019-01-07 23:00:00,25825.0,34739.6,4470.5,4.7,33917.5,78.2,31.8,5.0,31.8,540.4,0.0,94592.1,36.8
2019-01-08 00:00:00,25150.4,33912.8,4542.3,4.6,33915.9,74.1,30.8,5.0,30.8,544.8,0.0,93084.00000000000,35.8
2019-01-08 01:00:00,24714.2,33478.9,3750.7,4.7,33933.0,75.8,31.8,1.3,31.8,543.3,0.0,92233.70000000000,33.1
2019-01-08 02:00:00,24284.5,32042.9,2603.7,3.2,33935.0,78.1,32.3,1.3,32.3,544.9,0.0,90372.8,33.600000000000000
2019-01-08 03:00:00,23440.0,29148.8,2072.3,3.2,33937.2,79.8,31.9,1.3,31.9,560.1,0.0,86637.7,33.200000000000000
2019-01-08 04:00:00,21870.4,26498.2,2070.8,3.2,33958.8,77.8,32.8,1.3,32.8,567.1,0.0,82438.00000000000,34.100000000000000
2019-01-08 05:00:00,20970.6,26286.6,1968.0,3.2,34050.2,78.7,32.2,1.3,32.2,562.9,0.0,81418.30000000000,33.5
2019-01-08 06:00:00,19842.6,24863.3,1933.9,3.2,34119.6,81.5,34.4,1.3,34.4,549.6,0.0,78941.4,35.700000000000000
2019-01-08 07:00:00,18658.7,24161.3,1966.9,3.3,34347.6,83.4,33.4,1.3,33.4,561.2,0.0,77284.4,34.700000000000000
2019-01-08 08:00:00,18518.2,24639.1,1981.4,3.3,34435.6,87.4,33.8,1.3,33.8,561.5,0.0,77714.10000000000,35.100000000000000
2019-01-08 09:00:00,19751.1,24550.8,2010.5,3.2,34565.3,91.4,33.7,1.3,33.7,558.6,0.0,78992.30000000000,35.0
2019-01-08 10:00:00,20875.5,25876.6,2083.9,3.2,34602.7,88.4,33.4,1.3,33.4,573.4,0.0,81476.60000000000,34.700000000000000
2019-01-08 11:00:00,22726.1,29807.3,3209.9,3.2,34645.5,93.3,31.5,1.3,31.5,558.6,0.0,87303.7,32.8
2019-01-08 12:00:00,25325.5,32095.0,3034.4,3.2,34648.4,91.7,33.1,1.3,33.1,563.4,0.0,92193.7,34.4
2019-01-08 13:00:00,25409.3,31700.4,2357.0,3.2,34658.6,144.6,31.1,38.6,31.1,570.3,0.0,91944.0,69.7
2019-01-08 14:00:00,24321.0,30245.4,2359.3,3.2,34565.0,271.9,32.0,119.0,32.0,554.9,0.0,89435.30000000000,151.0
2019-01-08 15:00:00,23900.7,30356.6,2209.7,3.2,34548.8,271.8,32.5,237.9,32.5,552.5,0.0,89110.40000000000,270.4
2019-01-08 16:00:00,24066.4,29392.2,1989.4,3.2,34558.4,269.5,31.9,439.6,31.9,563.0,0.0,88318.4,471.5
2019-01-08 17:00:00,23018.8,27141.0,2006.9,3.2,34584.4,267.9,30.8,501.4,30.8,566.0,0.0,85042.90000000000,532.2000000000000
2019-01-08 18:00:00,22957.2,27468.5,2030.8,3.3,34602.0,291.2,30.8,442.8,30.8,552.3,0.0,85349.7,473.6
2019-01-08 19:00:00,21934.4,26907.3,2146.6,3.2,34589.9,338.9,32.2,401.3,32.2,561.5,0.0,83802.7,433.5
2019-01-08 20:00:00,21110.6,27503.2,2117.5,3.2,34594.6,376.3,31.4,323.3,31.4,557.9,0.0,83616.10000000000,354.7
2019-01-08 21:00:00,22198.5,27443.8,2331.7,3.3,34583.2,396.4,32.8,96.9,32.8,555.0,0.0,84654.7,129.7
2019-01-08 22:00:00,24463.8,29759.8,3395.6,3.2,34607.5,402.2,31.5,1.3,31.5,559.0,0.0,89264.8,32.8
2019-01-08 23:00:00,24987.0,31300.7,3845.1,3.3,34601.6,398.9,31.3,1.3,31.3,557.1,0.0,91319.50000000000,32.6
2019-01-09 00:00:00,24786.4,30219.1,3628.3,3.3,34615.3,408.1,31.2,1.3,31.2,560.0,0.0,90060.1,32.5
2019-01-09 01:00:00,24425.0,29347.1,2797.7,3.2,34618.3,399.8,32.0,1.3,32.0,562.9,0.0,88822.2,33.3
2019-01-09 02:00:00,23488.7,28419.0,2161.8,3.2,34633.3,399.5,29.4,1.3,29.4,563.4,0.0,86969.9,30.7
2019-01-09 03:00:00,22008.6,25786.9,2161.1,3.2,34634.7,209.1,29.0,1.3,29.0,576.5,0.0,82668.3,30.3
2019-01-09 04:00:00,19968.6,22063.8,2131.3,3.2,34634.1,208.8,0.0,1.3,0.0,565.9,0.0,76875.3,1.3
