datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
1/26/2020 1:00:00 AM,1/25/2020 8:00:00 PM,SOUTH,-1.734
1/26/2020 1:00:00 AM,1/25/2020 8:00:00 PM,WEST,-0.222
1/26/2020 1:00:00 AM,1/25/2020 8:00:00 PM,RTO,-3.099
1/26/2020 1:00:00 AM,1/25/2020 8:00:00 PM,RFC,-1.365
1/26/2020 2:00:00 AM,1/25/2020 9:00:00 PM,MIDATL,-1.195
1/26/2020 2:00:00 AM,1/25/2020 9:00:00 PM,OTHER,-0.018
1/26/2020 2:00:00 AM,1/25/2020 9:00:00 PM,SOUTH,-1.879
1/26/2020 2:00:00 AM,1/25/2020 9:00:00 PM,WEST,-0.236
1/26/2020 2:00:00 AM,1/25/2020 9:00:00 PM,RTO,-3.310
1/26/2020 2:00:00 AM,1/25/2020 9:00:00 PM,RFC,-1.431
1/26/2020 3:00:00 AM,1/25/2020 10:00:00 PM,MIDATL,-1.152
1/26/2020 3:00:00 AM,1/25/2020 10:00:00 PM,OTHER,-0.017
1/26/2020 3:00:00 AM,1/25/2020 10:00:00 PM,SOUTH,-1.793
1/26/2020 3:00:00 AM,1/25/2020 10:00:00 PM,WEST,-0.223
1/26/2020 3:00:00 AM,1/25/2020 10:00:00 PM,RTO,-3.168
1/26/2020 3:00:00 AM,1/25/2020 10:00:00 PM,RFC,-1.375
1/26/2020 4:00:00 AM,1/25/2020 11:00:00 PM,MIDATL,-1.183
1/26/2020 4:00:00 AM,1/25/2020 11:00:00 PM,OTHER,-0.017
1/26/2020 4:00:00 AM,1/25/2020 11:00:00 PM,SOUTH,-1.742
1/26/2020 4:00:00 AM,1/25/2020 11:00:00 PM,WEST,-0.215
1/26/2020 4:00:00 AM,1/25/2020 11:00:00 PM,RTO,-3.140
1/26/2020 4:00:00 AM,1/25/2020 11:00:00 PM,RFC,-1.398
1/26/2020 5:00:00 AM,1/26/2020 12:00:00 AM,MIDATL,-1.196
1/26/2020 5:00:00 AM,1/26/2020 12:00:00 AM,OTHER,-0.026
1/26/2020 5:00:00 AM,1/26/2020 12:00:00 AM,SOUTH,-1.715
1/26/2020 5:00:00 AM,1/26/2020 12:00:00 AM,WEST,-0.215
1/26/2020 5:00:00 AM,1/26/2020 12:00:00 AM,RTO,-3.126
1/26/2020 5:00:00 AM,1/26/2020 12:00:00 AM,RFC,-1.411
1/26/2020 6:00:00 AM,1/26/2020 1:00:00 AM,MIDATL,-1.275
1/26/2020 6:00:00 AM,1/26/2020 1:00:00 AM,OTHER,-0.017
1/26/2020 6:00:00 AM,1/26/2020 1:00:00 AM,SOUTH,-1.666
1/26/2020 6:00:00 AM,1/26/2020 1:00:00 AM,WEST,-0.216
1/26/2020 6:00:00 AM,1/26/2020 1:00:00 AM,RTO,-3.157
1/26/2020 6:00:00 AM,1/26/2020 1:00:00 AM,RFC,-1.491
1/26/2020 7:00:00 AM,1/26/2020 2:00:00 AM,MIDATL,-1.203
1/26/2020 7:00:00 AM,1/26/2020 2:00:00 AM,OTHER,-0.018
1/26/2020 7:00:00 AM,1/26/2020 2:00:00 AM,SOUTH,-1.769
1/26/2020 7:00:00 AM,1/26/2020 2:00:00 AM,WEST,-0.208
1/26/2020 7:00:00 AM,1/26/2020 2:00:00 AM,RTO,-3.180
1/26/2020 7:00:00 AM,1/26/2020 2:00:00 AM,RFC,-1.411
1/26/2020 8:00:00 AM,1/26/2020 3:00:00 AM,MIDATL,-1.223
1/26/2020 8:00:00 AM,1/26/2020 3:00:00 AM,OTHER,-0.017
1/26/2020 8:00:00 AM,1/26/2020 3:00:00 AM,SOUTH,-1.829
1/26/2020 8:00:00 AM,1/26/2020 3:00:00 AM,WEST,-0.215
1/26/2020 8:00:00 AM,1/26/2020 3:00:00 AM,RTO,-3.267
1/26/2020 8:00:00 AM,1/26/2020 3:00:00 AM,RFC,-1.438
1/26/2020 9:00:00 AM,1/26/2020 4:00:00 AM,MIDATL,-1.173
1/26/2020 9:00:00 AM,1/26/2020 4:00:00 AM,OTHER,-0.017
1/26/2020 9:00:00 AM,1/26/2020 4:00:00 AM,SOUTH,-1.864
1/26/2020 9:00:00 AM,1/26/2020 4:00:00 AM,WEST,-0.222
1/26/2020 9:00:00 AM,1/26/2020 4:00:00 AM,RTO,-3.259
1/26/2020 9:00:00 AM,1/26/2020 4:00:00 AM,RFC,-1.395
1/26/2020 10:00:00 AM,1/26/2020 5:00:00 AM,MIDATL,-1.192
1/26/2020 10:00:00 AM,1/26/2020 5:00:00 AM,OTHER,-0.026
1/26/2020 10:00:00 AM,1/26/2020 5:00:00 AM,SOUTH,-1.770
1/26/2020 10:00:00 AM,1/26/2020 5:00:00 AM,WEST,-0.216
1/26/2020 10:00:00 AM,1/26/2020 5:00:00 AM,RTO,-3.178
1/26/2020 10:00:00 AM,1/26/2020 5:00:00 AM,RFC,-1.408
1/26/2020 11:00:00 AM,1/26/2020 6:00:00 AM,MIDATL,-1.182
1/26/2020 11:00:00 AM,1/26/2020 6:00:00 AM,OTHER,-0.017
1/26/2020 11:00:00 AM,1/26/2020 6:00:00 AM,SOUTH,-1.876
1/26/2020 11:00:00 AM,1/26/2020 6:00:00 AM,WEST,-0.222
1/26/2020 11:00:00 AM,1/26/2020 6:00:00 AM,RTO,-3.280
1/26/2020 11:00:00 AM,1/26/2020 6:00:00 AM,RFC,-1.404
1/26/2020 12:00:00 PM,1/26/2020 7:00:00 AM,MIDATL,11.053
1/26/2020 12:00:00 PM,1/26/2020 7:00:00 AM,OTHER,0.207
1/26/2020 12:00:00 PM,1/26/2020 7:00:00 AM,SOUTH,33.025
1/26/2020 12:00:00 PM,1/26/2020 7:00:00 AM,WEST,0.159
1/26/2020 12:00:00 PM,1/26/2020 7:00:00 AM,RTO,44.237
1/26/2020 12:00:00 PM,1/26/2020 7:00:00 AM,RFC,11.212
1/26/2020 1:00:00 PM,1/26/2020 8:00:00 AM,MIDATL,77.439
1/26/2020 1:00:00 PM,1/26/2020 8:00:00 AM,OTHER,1.054
1/26/2020 1:00:00 PM,1/26/2020 8:00:00 AM,SOUTH,462.180
1/26/2020 1:00:00 PM,1/26/2020 8:00:00 AM,WEST,9.829
1/26/2020 1:00:00 PM,1/26/2020 8:00:00 AM,RTO,549.448
1/26/2020 1:00:00 PM,1/26/2020 8:00:00 AM,RFC,87.268
1/26/2020 2:00:00 PM,1/26/2020 9:00:00 AM,MIDATL,192.092
1/26/2020 2:00:00 PM,1/26/2020 9:00:00 AM,OTHER,5.012
1/26/2020 2:00:00 PM,1/26/2020 9:00:00 AM,SOUTH,827.666
1/26/2020 2:00:00 PM,1/26/2020 9:00:00 AM,WEST,25.013
1/26/2020 2:00:00 PM,1/26/2020 9:00:00 AM,RTO,1044.771
1/26/2020 2:00:00 PM,1/26/2020 9:00:00 AM,RFC,217.105
1/26/2020 3:00:00 PM,1/26/2020 10:00:00 AM,MIDATL,363.669
1/26/2020 3:00:00 PM,1/26/2020 10:00:00 AM,OTHER,7.637
1/26/2020 3:00:00 PM,1/26/2020 10:00:00 AM,SOUTH,843.981
1/26/2020 3:00:00 PM,1/26/2020 10:00:00 AM,WEST,27.943
1/26/2020 3:00:00 PM,1/26/2020 10:00:00 AM,RTO,1235.593
1/26/2020 3:00:00 PM,1/26/2020 10:00:00 AM,RFC,391.612
1/26/2020 4:00:00 PM,1/26/2020 11:00:00 AM,MIDATL,341.030
1/26/2020 4:00:00 PM,1/26/2020 11:00:00 AM,OTHER,7.353
1/26/2020 4:00:00 PM,1/26/2020 11:00:00 AM,SOUTH,772.496
1/26/2020 4:00:00 PM,1/26/2020 11:00:00 AM,WEST,22.737
1/26/2020 4:00:00 PM,1/26/2020 11:00:00 AM,RTO,1136.263
1/26/2020 4:00:00 PM,1/26/2020 11:00:00 AM,RFC,363.767
1/26/2020 5:00:00 PM,1/26/2020 12:00:00 PM,MIDATL,253.900
1/26/2020 5:00:00 PM,1/26/2020 12:00:00 PM,OTHER,4.355
1/26/2020 5:00:00 PM,1/26/2020 12:00:00 PM,SOUTH,733.718
1/26/2020 5:00:00 PM,1/26/2020 12:00:00 PM,WEST,42.769
1/26/2020 5:00:00 PM,1/26/2020 12:00:00 PM,RTO,1030.387
1/26/2020 5:00:00 PM,1/26/2020 12:00:00 PM,RFC,296.669
1/26/2020 6:00:00 PM,1/26/2020 1:00:00 PM,MIDATL,300.249
1/26/2020 6:00:00 PM,1/26/2020 1:00:00 PM,OTHER,4.009
1/26/2020 6:00:00 PM,1/26/2020 1:00:00 PM,SOUTH,653.613
1/26/2020 6:00:00 PM,1/26/2020 1:00:00 PM,WEST,36.052
1/26/2020 6:00:00 PM,1/26/2020 1:00:00 PM,RTO,989.914
1/26/2020 6:00:00 PM,1/26/2020 1:00:00 PM,RFC,336.301
1/26/2020 7:00:00 PM,1/26/2020 2:00:00 PM,MIDATL,257.459
1/26/2020 7:00:00 PM,1/26/2020 2:00:00 PM,OTHER,2.566
1/26/2020 7:00:00 PM,1/26/2020 2:00:00 PM,SOUTH,631.799
1/26/2020 7:00:00 PM,1/26/2020 2:00:00 PM,WEST,20.587
1/26/2020 7:00:00 PM,1/26/2020 2:00:00 PM,RTO,909.845
1/26/2020 7:00:00 PM,1/26/2020 2:00:00 PM,RFC,278.046
1/26/2020 8:00:00 PM,1/26/2020 3:00:00 PM,MIDATL,117.089
1/26/2020 8:00:00 PM,1/26/2020 3:00:00 PM,OTHER,1.866
1/26/2020 8:00:00 PM,1/26/2020 3:00:00 PM,SOUTH,634.622
1/26/2020 8:00:00 PM,1/26/2020 3:00:00 PM,WEST,19.015
1/26/2020 8:00:00 PM,1/26/2020 3:00:00 PM,RTO,770.726
1/26/2020 8:00:00 PM,1/26/2020 3:00:00 PM,RFC,136.104
1/26/2020 9:00:00 PM,1/26/2020 4:00:00 PM,MIDATL,35.138
1/26/2020 9:00:00 PM,1/26/2020 4:00:00 PM,OTHER,0.207
1/26/2020 9:00:00 PM,1/26/2020 4:00:00 PM,SOUTH,297.102
1/26/2020 9:00:00 PM,1/26/2020 4:00:00 PM,WEST,3.148
1/26/2020 9:00:00 PM,1/26/2020 4:00:00 PM,RTO,335.388
1/26/2020 9:00:00 PM,1/26/2020 4:00:00 PM,RFC,38.286
1/26/2020 10:00:00 PM,1/26/2020 5:00:00 PM,MIDATL,-0.778
1/26/2020 10:00:00 PM,1/26/2020 5:00:00 PM,OTHER,-0.018
1/26/2020 10:00:00 PM,1/26/2020 5:00:00 PM,SOUTH,7.632
1/26/2020 10:00:00 PM,1/26/2020 5:00:00 PM,WEST,0.008
1/26/2020 10:00:00 PM,1/26/2020 5:00:00 PM,RTO,6.862
1/26/2020 10:00:00 PM,1/26/2020 5:00:00 PM,RFC,-0.770
1/26/2020 11:00:00 PM,1/26/2020 6:00:00 PM,MIDATL,-1.146
1/26/2020 11:00:00 PM,1/26/2020 6:00:00 PM,OTHER,-0.026
1/26/2020 11:00:00 PM,1/26/2020 6:00:00 PM,SOUTH,-1.709
1/26/2020 11:00:00 PM,1/26/2020 6:00:00 PM,WEST,-0.236
1/26/2020 11:00:00 PM,1/26/2020 6:00:00 PM,RTO,-3.091
1/26/2020 11:00:00 PM,1/26/2020 6:00:00 PM,RFC,-1.382
1/27/2020 12:00:00 AM,1/26/2020 7:00:00 PM,MIDATL,-1.153
1/27/2020 12:00:00 AM,1/26/2020 7:00:00 PM,OTHER,-0.017
1/27/2020 12:00:00 AM,1/26/2020 7:00:00 PM,SOUTH,-1.879
1/27/2020 12:00:00 AM,1/26/2020 7:00:00 PM,WEST,-0.236
1/27/2020 12:00:00 AM,1/26/2020 7:00:00 PM,RTO,-3.268
1/27/2020 12:00:00 AM,1/26/2020 7:00:00 PM,RFC,-1.389
1/27/2020 1:00:00 AM,1/26/2020 8:00:00 PM,MIDATL,-1.120
1/27/2020 1:00:00 AM,1/26/2020 8:00:00 PM,OTHER,-0.017
1/27/2020 1:00:00 AM,1/26/2020 8:00:00 PM,SOUTH,-1.832
1/27/2020 1:00:00 AM,1/26/2020 8:00:00 PM,WEST,-0.244
1/27/2020 1:00:00 AM,1/26/2020 8:00:00 PM,RTO,-3.196
1/27/2020 1:00:00 AM,1/26/2020 8:00:00 PM,RFC,-1.364
1/27/2020 2:00:00 AM,1/26/2020 9:00:00 PM,MIDATL,-1.181
1/27/2020 2:00:00 AM,1/26/2020 9:00:00 PM,OTHER,-0.017
1/27/2020 2:00:00 AM,1/26/2020 9:00:00 PM,SOUTH,-1.815
1/27/2020 2:00:00 AM,1/26/2020 9:00:00 PM,WEST,-0.229
1/27/2020 2:00:00 AM,1/26/2020 9:00:00 PM,RTO,-3.225
1/27/2020 2:00:00 AM,1/26/2020 9:00:00 PM,RFC,-1.410
1/27/2020 3:00:00 AM,1/26/2020 10:00:00 PM,MIDATL,-1.179
1/27/2020 3:00:00 AM,1/26/2020 10:00:00 PM,OTHER,-0.018
1/27/2020 3:00:00 AM,1/26/2020 10:00:00 PM,SOUTH,-1.808
1/27/2020 3:00:00 AM,1/26/2020 10:00:00 PM,WEST,-0.222
1/27/2020 3:00:00 AM,1/26/2020 10:00:00 PM,RTO,-3.209
1/27/2020 3:00:00 AM,1/26/2020 10:00:00 PM,RFC,-1.401
1/27/2020 4:00:00 AM,1/26/2020 11:00:00 PM,MIDATL,-1.149
1/27/2020 4:00:00 AM,1/26/2020 11:00:00 PM,OTHER,-0.017
1/27/2020 4:00:00 AM,1/26/2020 11:00:00 PM,SOUTH,-1.672
1/27/2020 4:00:00 AM,1/26/2020 11:00:00 PM,WEST,-0.214
1/27/2020 4:00:00 AM,1/26/2020 11:00:00 PM,RTO,-3.035
1/27/2020 4:00:00 AM,1/26/2020 11:00:00 PM,RFC,-1.363
1/27/2020 5:00:00 AM,1/27/2020 12:00:00 AM,MIDATL,-1.200
1/27/2020 5:00:00 AM,1/27/2020 12:00:00 AM,OTHER,-0.017
1/27/2020 5:00:00 AM,1/27/2020 12:00:00 AM,SOUTH,-1.883
1/27/2020 5:00:00 AM,1/27/2020 12:00:00 AM,WEST,-0.215
1/27/2020 5:00:00 AM,1/27/2020 12:00:00 AM,RTO,-3.298
1/27/2020 5:00:00 AM,1/27/2020 12:00:00 AM,RFC,-1.415
1/27/2020 6:00:00 AM,1/27/2020 1:00:00 AM,MIDATL,-1.187
1/27/2020 6:00:00 AM,1/27/2020 1:00:00 AM,OTHER,-0.017
1/27/2020 6:00:00 AM,1/27/2020 1:00:00 AM,SOUTH,-1.732
1/27/2020 6:00:00 AM,1/27/2020 1:00:00 AM,WEST,-0.222
1/27/2020 6:00:00 AM,1/27/2020 1:00:00 AM,RTO,-3.141
1/27/2020 6:00:00 AM,1/27/2020 1:00:00 AM,RFC,-1.409
1/27/2020 7:00:00 AM,1/27/2020 2:00:00 AM,MIDATL,-1.189
1/27/2020 7:00:00 AM,1/27/2020 2:00:00 AM,OTHER,-0.026
1/27/2020 7:00:00 AM,1/27/2020 2:00:00 AM,SOUTH,-1.743
1/27/2020 7:00:00 AM,1/27/2020 2:00:00 AM,WEST,-0.216
1/27/2020 7:00:00 AM,1/27/2020 2:00:00 AM,RTO,-3.148
1/27/2020 7:00:00 AM,1/27/2020 2:00:00 AM,RFC,-1.405
1/27/2020 8:00:00 AM,1/27/2020 3:00:00 AM,MIDATL,-1.206
1/27/2020 8:00:00 AM,1/27/2020 3:00:00 AM,OTHER,-0.018
1/27/2020 8:00:00 AM,1/27/2020 3:00:00 AM,SOUTH,-1.930
1/27/2020 8:00:00 AM,1/27/2020 3:00:00 AM,WEST,-0.222
1/27/2020 8:00:00 AM,1/27/2020 3:00:00 AM,RTO,-3.358
1/27/2020 8:00:00 AM,1/27/2020 3:00:00 AM,RFC,-1.428
1/27/2020 9:00:00 AM,1/27/2020 4:00:00 AM,MIDATL,-1.199
1/27/2020 9:00:00 AM,1/27/2020 4:00:00 AM,OTHER,-0.017
1/27/2020 9:00:00 AM,1/27/2020 4:00:00 AM,SOUTH,-1.915
1/27/2020 9:00:00 AM,1/27/2020 4:00:00 AM,WEST,-0.222
1/27/2020 9:00:00 AM,1/27/2020 4:00:00 AM,RTO,-3.336
1/27/2020 9:00:00 AM,1/27/2020 4:00:00 AM,RFC,-1.421
1/27/2020 10:00:00 AM,1/27/2020 5:00:00 AM,MIDATL,-1.182
1/27/2020 10:00:00 AM,1/27/2020 5:00:00 AM,OTHER,-0.017
1/27/2020 10:00:00 AM,1/27/2020 5:00:00 AM,SOUTH,-1.587
1/27/2020 10:00:00 AM,1/27/2020 5:00:00 AM,WEST,-0.229
1/27/2020 10:00:00 AM,1/27/2020 5:00:00 AM,RTO,-2.998
1/27/2020 10:00:00 AM,1/27/2020 5:00:00 AM,RFC,-1.411
1/27/2020 11:00:00 AM,1/27/2020 6:00:00 AM,MIDATL,-1.202
1/27/2020 11:00:00 AM,1/27/2020 6:00:00 AM,OTHER,-0.018
1/27/2020 11:00:00 AM,1/27/2020 6:00:00 AM,SOUTH,-1.869
1/27/2020 11:00:00 AM,1/27/2020 6:00:00 AM,WEST,-0.251
1/27/2020 11:00:00 AM,1/27/2020 6:00:00 AM,RTO,-3.322
1/27/2020 11:00:00 AM,1/27/2020 6:00:00 AM,RFC,-1.453
1/27/2020 12:00:00 PM,1/27/2020 7:00:00 AM,MIDATL,16.360
1/27/2020 12:00:00 PM,1/27/2020 7:00:00 AM,OTHER,0.044
1/27/2020 12:00:00 PM,1/27/2020 7:00:00 AM,SOUTH,46.194
1/27/2020 12:00:00 PM,1/27/2020 7:00:00 AM,WEST,-0.023
1/27/2020 12:00:00 PM,1/27/2020 7:00:00 AM,RTO,62.531
1/27/2020 12:00:00 PM,1/27/2020 7:00:00 AM,RFC,16.337
1/27/2020 1:00:00 PM,1/27/2020 8:00:00 AM,MIDATL,107.296
1/27/2020 1:00:00 PM,1/27/2020 8:00:00 AM,OTHER,0.294
1/27/2020 1:00:00 PM,1/27/2020 8:00:00 AM,SOUTH,378.579
1/27/2020 1:00:00 PM,1/27/2020 8:00:00 AM,WEST,2.312
1/27/2020 1:00:00 PM,1/27/2020 8:00:00 AM,RTO,488.187
1/27/2020 1:00:00 PM,1/27/2020 8:00:00 AM,RFC,109.608
1/27/2020 2:00:00 PM,1/27/2020 9:00:00 AM,MIDATL,246.315
1/27/2020 2:00:00 PM,1/27/2020 9:00:00 AM,OTHER,0.527
1/27/2020 2:00:00 PM,1/27/2020 9:00:00 AM,SOUTH,658.080
1/27/2020 2:00:00 PM,1/27/2020 9:00:00 AM,WEST,7.172
1/27/2020 2:00:00 PM,1/27/2020 9:00:00 AM,RTO,911.567
1/27/2020 2:00:00 PM,1/27/2020 9:00:00 AM,RFC,253.487
1/27/2020 3:00:00 PM,1/27/2020 10:00:00 AM,MIDATL,296.876
1/27/2020 3:00:00 PM,1/27/2020 10:00:00 AM,OTHER,1.071
1/27/2020 3:00:00 PM,1/27/2020 10:00:00 AM,SOUTH,671.309
1/27/2020 3:00:00 PM,1/27/2020 10:00:00 AM,WEST,14.583
1/27/2020 3:00:00 PM,1/27/2020 10:00:00 AM,RTO,982.768
1/27/2020 3:00:00 PM,1/27/2020 10:00:00 AM,RFC,311.459
1/27/2020 4:00:00 PM,1/27/2020 11:00:00 AM,MIDATL,295.995
1/27/2020 4:00:00 PM,1/27/2020 11:00:00 AM,OTHER,4.528
1/27/2020 4:00:00 PM,1/27/2020 11:00:00 AM,SOUTH,704.500
1/27/2020 4:00:00 PM,1/27/2020 11:00:00 AM,WEST,15.454
1/27/2020 4:00:00 PM,1/27/2020 11:00:00 AM,RTO,1015.949
1/27/2020 4:00:00 PM,1/27/2020 11:00:00 AM,RFC,311.449
1/27/2020 5:00:00 PM,1/27/2020 12:00:00 PM,MIDATL,260.058
1/27/2020 5:00:00 PM,1/27/2020 12:00:00 PM,OTHER,4.043
1/27/2020 5:00:00 PM,1/27/2020 12:00:00 PM,SOUTH,711.142
1/27/2020 5:00:00 PM,1/27/2020 12:00:00 PM,WEST,17.204
1/27/2020 5:00:00 PM,1/27/2020 12:00:00 PM,RTO,988.404
1/27/2020 5:00:00 PM,1/27/2020 12:00:00 PM,RFC,277.262
1/27/2020 6:00:00 PM,1/27/2020 1:00:00 PM,MIDATL,256.319
1/27/2020 6:00:00 PM,1/27/2020 1:00:00 PM,OTHER,1.650
1/27/2020 6:00:00 PM,1/27/2020 1:00:00 PM,SOUTH,586.767
1/27/2020 6:00:00 PM,1/27/2020 1:00:00 PM,WEST,13.715
1/27/2020 6:00:00 PM,1/27/2020 1:00:00 PM,RTO,856.801
1/27/2020 6:00:00 PM,1/27/2020 1:00:00 PM,RFC,270.034
1/27/2020 7:00:00 PM,1/27/2020 2:00:00 PM,MIDATL,222.074
1/27/2020 7:00:00 PM,1/27/2020 2:00:00 PM,OTHER,3.258
1/27/2020 7:00:00 PM,1/27/2020 2:00:00 PM,SOUTH,492.827
1/27/2020 7:00:00 PM,1/27/2020 2:00:00 PM,WEST,12.512
1/27/2020 7:00:00 PM,1/27/2020 2:00:00 PM,RTO,727.413
1/27/2020 7:00:00 PM,1/27/2020 2:00:00 PM,RFC,234.586
1/27/2020 8:00:00 PM,1/27/2020 3:00:00 PM,MIDATL,133.845
1/27/2020 8:00:00 PM,1/27/2020 3:00:00 PM,OTHER,0.648
1/27/2020 8:00:00 PM,1/27/2020 3:00:00 PM,SOUTH,352.491
1/27/2020 8:00:00 PM,1/27/2020 3:00:00 PM,WEST,8.765
1/27/2020 8:00:00 PM,1/27/2020 3:00:00 PM,RTO,495.101
1/27/2020 8:00:00 PM,1/27/2020 3:00:00 PM,RFC,142.610
1/27/2020 9:00:00 PM,1/27/2020 4:00:00 PM,MIDATL,32.519
1/27/2020 9:00:00 PM,1/27/2020 4:00:00 PM,OTHER,0.190
1/27/2020 9:00:00 PM,1/27/2020 4:00:00 PM,SOUTH,128.986
1/27/2020 9:00:00 PM,1/27/2020 4:00:00 PM,WEST,2.637
1/27/2020 9:00:00 PM,1/27/2020 4:00:00 PM,RTO,164.142
1/27/2020 9:00:00 PM,1/27/2020 4:00:00 PM,RFC,35.156
1/27/2020 10:00:00 PM,1/27/2020 5:00:00 PM,MIDATL,-0.819
1/27/2020 10:00:00 PM,1/27/2020 5:00:00 PM,OTHER,-0.017
1/27/2020 10:00:00 PM,1/27/2020 5:00:00 PM,SOUTH,2.377
1/27/2020 10:00:00 PM,1/27/2020 5:00:00 PM,WEST,-0.080
1/27/2020 10:00:00 PM,1/27/2020 5:00:00 PM,RTO,1.478
1/27/2020 10:00:00 PM,1/27/2020 5:00:00 PM,RFC,-0.899
1/27/2020 11:00:00 PM,1/27/2020 6:00:00 PM,MIDATL,-1.126
1/27/2020 11:00:00 PM,1/27/2020 6:00:00 PM,OTHER,-0.018
1/27/2020 11:00:00 PM,1/27/2020 6:00:00 PM,SOUTH,-1.713
1/27/2020 11:00:00 PM,1/27/2020 6:00:00 PM,WEST,-0.236
1/27/2020 11:00:00 PM,1/27/2020 6:00:00 PM,RTO,-3.075
1/27/2020 11:00:00 PM,1/27/2020 6:00:00 PM,RFC,-1.362
1/28/2020 12:00:00 AM,1/27/2020 7:00:00 PM,MIDATL,-1.160
1/28/2020 12:00:00 AM,1/27/2020 7:00:00 PM,OTHER,-0.017
1/28/2020 12:00:00 AM,1/27/2020 7:00:00 PM,SOUTH,-1.830
1/28/2020 12:00:00 AM,1/27/2020 7:00:00 PM,WEST,-0.235
1/28/2020 12:00:00 AM,1/27/2020 7:00:00 PM,RTO,-3.225
1/28/2020 12:00:00 AM,1/27/2020 7:00:00 PM,RFC,-1.395
1/28/2020 1:00:00 AM,1/27/2020 8:00:00 PM,MIDATL,-1.131
1/28/2020 1:00:00 AM,1/27/2020 8:00:00 PM,OTHER,-0.017
1/28/2020 1:00:00 AM,1/27/2020 8:00:00 PM,SOUTH,-1.882
1/28/2020 1:00:00 AM,1/27/2020 8:00:00 PM,WEST,-0.244
1/28/2020 1:00:00 AM,1/27/2020 8:00:00 PM,RTO,-3.257
1/28/2020 1:00:00 AM,1/27/2020 8:00:00 PM,RFC,-1.375
1/28/2020 2:00:00 AM,1/27/2020 9:00:00 PM,MIDATL,-1.149
1/28/2020 2:00:00 AM,1/27/2020 9:00:00 PM,OTHER,-0.018
1/28/2020 2:00:00 AM,1/27/2020 9:00:00 PM,SOUTH,-1.744
1/28/2020 2:00:00 AM,1/27/2020 9:00:00 PM,WEST,-0.236
1/28/2020 2:00:00 AM,1/27/2020 9:00:00 PM,RTO,-3.129
1/28/2020 2:00:00 AM,1/27/2020 9:00:00 PM,RFC,-1.385
1/28/2020 3:00:00 AM,1/27/2020 10:00:00 PM,MIDATL,-1.173
1/28/2020 3:00:00 AM,1/27/2020 10:00:00 PM,OTHER,-0.017
1/28/2020 3:00:00 AM,1/27/2020 10:00:00 PM,SOUTH,-1.707
1/28/2020 3:00:00 AM,1/27/2020 10:00:00 PM,WEST,-0.221
1/28/2020 3:00:00 AM,1/27/2020 10:00:00 PM,RTO,-3.101
1/28/2020 3:00:00 AM,1/27/2020 10:00:00 PM,RFC,-1.394
1/28/2020 4:00:00 AM,1/27/2020 11:00:00 PM,MIDATL,-1.135
1/28/2020 4:00:00 AM,1/27/2020 11:00:00 PM,OTHER,-0.017
1/28/2020 4:00:00 AM,1/27/2020 11:00:00 PM,SOUTH,-1.823
1/28/2020 4:00:00 AM,1/27/2020 11:00:00 PM,WEST,-0.215
1/28/2020 4:00:00 AM,1/27/2020 11:00:00 PM,RTO,-3.173
1/28/2020 4:00:00 AM,1/27/2020 11:00:00 PM,RFC,-1.350
1/28/2020 5:00:00 AM,1/28/2020 12:00:00 AM,MIDATL,-1.219
1/28/2020 5:00:00 AM,1/28/2020 12:00:00 AM,OTHER,-0.026
1/28/2020 5:00:00 AM,1/28/2020 12:00:00 AM,SOUTH,-1.663
1/28/2020 5:00:00 AM,1/28/2020 12:00:00 AM,WEST,-0.208
1/28/2020 5:00:00 AM,1/28/2020 12:00:00 AM,RTO,-3.090
1/28/2020 5:00:00 AM,1/28/2020 12:00:00 AM,RFC,-1.427
1/28/2020 6:00:00 AM,1/28/2020 1:00:00 AM,MIDATL,-1.179
1/28/2020 6:00:00 AM,1/28/2020 1:00:00 AM,OTHER,-0.017
1/28/2020 6:00:00 AM,1/28/2020 1:00:00 AM,SOUTH,-1.848
1/28/2020 6:00:00 AM,1/28/2020 1:00:00 AM,WEST,-0.215
1/28/2020 6:00:00 AM,1/28/2020 1:00:00 AM,RTO,-3.242
1/28/2020 6:00:00 AM,1/28/2020 1:00:00 AM,RFC,-1.394
1/28/2020 7:00:00 AM,1/28/2020 2:00:00 AM,MIDATL,-1.204
1/28/2020 7:00:00 AM,1/28/2020 2:00:00 AM,OTHER,-0.018
1/28/2020 7:00:00 AM,1/28/2020 2:00:00 AM,SOUTH,-1.803
1/28/2020 7:00:00 AM,1/28/2020 2:00:00 AM,WEST,-0.208
1/28/2020 7:00:00 AM,1/28/2020 2:00:00 AM,RTO,-3.215
1/28/2020 7:00:00 AM,1/28/2020 2:00:00 AM,RFC,-1.412
1/28/2020 8:00:00 AM,1/28/2020 3:00:00 AM,MIDATL,-1.218
1/28/2020 8:00:00 AM,1/28/2020 3:00:00 AM,OTHER,-0.017
1/28/2020 8:00:00 AM,1/28/2020 3:00:00 AM,SOUTH,-1.932
1/28/2020 8:00:00 AM,1/28/2020 3:00:00 AM,WEST,-0.208
1/28/2020 8:00:00 AM,1/28/2020 3:00:00 AM,RTO,-3.358
1/28/2020 8:00:00 AM,1/28/2020 3:00:00 AM,RFC,-1.426
1/28/2020 9:00:00 AM,1/28/2020 4:00:00 AM,MIDATL,-1.192
1/28/2020 9:00:00 AM,1/28/2020 4:00:00 AM,OTHER,-0.017
